"","Region","City","TreeID","Species","DBH","Leaf","AGE","ScientificName"
"3844","SWDsrt","Glendale, AZ",20064,"FRVE",50.2,719.4,42,"Fraxinus velutina"
"3845","SWDsrt","Glendale, AZ",20065,"EUMI2",51.2,872.4,33,"Eucalyptus microtheca"
"3846","SWDsrt","Glendale, AZ",20066,"PAAC",19.5,233.2,17,"Parkinsonia aculeata"
"3847","SWDsrt","Glendale, AZ",20067,"PHDA4",15.3,0.7,4,"Phoenix dactylifera"
"3848","SWDsrt","Glendale, AZ",20068,"PHDA4",12.5,0.6,4,"Phoenix dactylifera"
"3849","SWDsrt","Glendale, AZ",20069,"FRUH",46.7,536.4,33,"Fraxinus uhdei"
"3850","SWDsrt","Glendale, AZ",20070,"FRUH",31.1,250.5,25,"Fraxinus uhdei"
"3851","SWDsrt","Glendale, AZ",20071,"FRUH",30.4,320.3,25,"Fraxinus uhdei"
"3852","SWDsrt","Glendale, AZ",20072,"FRVE",72.4,147.1,37,"Fraxinus velutina"
"3853","SWDsrt","Glendale, AZ",20073,"PIEL2",4.6,12.7,5,"Pinus eldarica"
"3854","SWDsrt","Glendale, AZ",20074,"PIEL2",4.4,6.6,5,"Pinus eldarica"
"3855","SWDsrt","Glendale, AZ",20075,"PIEL2",3.2,4.5,4,"Pinus eldarica"
"3856","SWDsrt","Glendale, AZ",20076,"FRUH",69.1,1143.5,44,"Fraxinus uhdei"
"3857","SWDsrt","Glendale, AZ",20077,"BRPO",56.8,337.4,88,"Brachychiton populneum"
"3858","SWDsrt","Glendale, AZ",20078,"BRPO",52.8,306.5,88,"Brachychiton populneum"
"3859","SWDsrt","Glendale, AZ",20079,"MOAL",14,-1,13,"Morus alba"
"3860","SWDsrt","Glendale, AZ",20080,"RHLA",60,158.1,46,"Rhus lancea"
"3861","SWDsrt","Glendale, AZ",20081,"EUMI2",15,51.2,15,"Eucalyptus microtheca"
"3862","SWDsrt","Glendale, AZ",20082,"MOAL",36.4,295.9,22,"Morus alba"
"3863","SWDsrt","Glendale, AZ",20083,"FRUH",30,276.2,23,"Fraxinus uhdei"
"3864","SWDsrt","Glendale, AZ",20084,"OLEU",18.3,23,9,"Olea europaea"
"3865","SWDsrt","Glendale, AZ",20085,"MOAL",60,696.1,42,"Morus alba"
"3866","SWDsrt","Glendale, AZ",20086,"ULPA",17.5,101.8,14,"Ulmus parvifolia"
"3867","SWDsrt","Glendale, AZ",20087,"FRVE",5.3,12.4,12,"Fraxinus velutina"
"3868","SWDsrt","Glendale, AZ",20088,"MOAL",19.8,104.6,17,"Morus alba"
"3869","SWDsrt","Glendale, AZ",20089,"QUVI",7,9.1,7,"Quercus virginiana"
"3870","SWDsrt","Glendale, AZ",20090,"FRVE",53.5,-1,28,"Fraxinus velutina"
"3871","SWDsrt","Glendale, AZ",20091,"ULPA",25,216.8,24,"Ulmus parvifolia"
"3872","SWDsrt","Glendale, AZ",20092,"FRVE",70.8,339.8,42,"Fraxinus velutina"
"3873","SWDsrt","Glendale, AZ",20093,"MOAL",13.1,56.1,13,"Morus alba"
"3874","SWDsrt","Glendale, AZ",30000,"ACFA",2.5,3,0,"Acacia farnesiana"
"3875","SWDsrt","Glendale, AZ",30001,"ACSA3",2.5,1.9,0,"Acacia salicina"
"3876","SWDsrt","Glendale, AZ",30002,"BRPO",2.5,1.2,0,"Brachychiton populneum"
"3877","SWDsrt","Glendale, AZ",30003,"CEFL",2.5,2.2,0,"Parkinsonia florida"
"3878","SWDsrt","Glendale, AZ",30004,"CHLI",2.5,0.9,0,"Chilopsis linearis"
"3879","SWDsrt","Glendale, AZ",30005,"EUMI2",2.5,2.3,0,"Eucalyptus microtheca"
"3880","SWDsrt","Glendale, AZ",30006,"FRUH",2.5,2.1,0,"Fraxinus uhdei"
"3881","SWDsrt","Glendale, AZ",30007,"FRVE",2.5,2.4,0,"Fraxinus velutina"
"3882","SWDsrt","Glendale, AZ",30008,"OLEU",2.5,0.8,0,"Olea europaea"
"3883","SWDsrt","Glendale, AZ",30009,"PAAC",2.5,0.9,0,"Parkinsonia aculeata"
"3884","SWDsrt","Glendale, AZ",30010,"PICH",2.5,3.5,0,"Pistacia chinensis"
"3885","SWDsrt","Glendale, AZ",30011,"PIEL2",2.5,3.2,0,"Pinus eldarica"
"3886","SWDsrt","Glendale, AZ",30012,"PIHA",2.5,3.1,0,"Pinus halepensis"
"3887","SWDsrt","Glendale, AZ",30013,"PRCH",2.5,3.2,0,"Prosopis chilensis"
"3888","SWDsrt","Glendale, AZ",30014,"ULPA",2.5,2.2,0,"Ulmus parvifolia"
"3889","NMtnPr","Fort Collins, CO",4,"ACSA1",102,-1,85,"Acer saccharinum"
"3890","NMtnPr","Fort Collins, CO",6,"ULPU",120.6,2096.7,74,"Ulmus pumila"
"3891","NMtnPr","Fort Collins, CO",7,"PIPO",39.8,388.5,24,"Pinus ponderosa"
"3892","NMtnPr","Fort Collins, CO",8,"POSA",71.1,442.1,37,"Populus sargentii"
"3893","NMtnPr","Fort Collins, CO",9,"POSA",72.4,1283.1,37,"Populus sargentii"
"3894","NMtnPr","Fort Collins, CO",11,"MA2",7.2,21,5,"Malus sp."
"3895","NMtnPr","Fort Collins, CO",17,"GYDI",10.8,85,15,"Gymnocladus dioicus"
"3896","NMtnPr","Fort Collins, CO",18,"PIPO",6.8,17.9,2,"Pinus ponderosa"
"3897","NMtnPr","Fort Collins, CO",19,"PIPO",8.3,32.5,2,"Pinus ponderosa"
"3898","NMtnPr","Fort Collins, CO",19,"POSA",115,1818.2,92,"Populus sargentii"
"3899","NMtnPr","Fort Collins, CO",19,"ULPU",50,703.7,32,"Ulmus pumila"
"3900","NMtnPr","Fort Collins, CO",20,"PY",11.9,46.7,10,"Pyrus sp."
"3901","NMtnPr","Fort Collins, CO",21,"CEOC",13.2,59.4,6,"Celtis occidentalis"
"3902","NMtnPr","Fort Collins, CO",21,"POSA",91.1,1429.9,92,"Populus sargentii"
"3903","NMtnPr","Fort Collins, CO",22,"POSA",91.7,-1,92,"Populus sargentii"
"3904","NMtnPr","Fort Collins, CO",25,"TIAM",85,1281.3,86,"Tilia americana"
"3905","NMtnPr","Fort Collins, CO",26,"ACPL",40,377.3,41,"Acer platanoides"
"3906","NMtnPr","Fort Collins, CO",27,"TICO",48,659.8,45,"Tilia cordata"
"3907","NMtnPr","Fort Collins, CO",28,"FRPE",32.8,355,20,"Fraxinus pennsylvanica"
"3908","NMtnPr","Fort Collins, CO",30,"FRPE",80.4,712.7,71,"Fraxinus pennsylvanica"
"3909","NMtnPr","Fort Collins, CO",30,"MA2",64.5,715,62,"Malus sp."
"3910","NMtnPr","Fort Collins, CO",31,"ULPU",78.2,-1,46,"Ulmus pumila"
"3911","NMtnPr","Fort Collins, CO",31,"ULPU",80.8,139.6,66,"Ulmus pumila"
"3912","NMtnPr","Fort Collins, CO",32,"CEOC",17.2,164.9,10,"Celtis occidentalis"
"3913","NMtnPr","Fort Collins, CO",32,"MA2",5.9,9.3,4,"Malus sp."
"3914","NMtnPr","Fort Collins, CO",32,"PY",30.2,-1,42,"Pyrus sp."
"3915","NMtnPr","Fort Collins, CO",32,"ULPU",120.6,1788.7,66,"Ulmus pumila"
"3916","NMtnPr","Fort Collins, CO",33,"PY",35,-1,42,"Pyrus sp."
"3917","NMtnPr","Fort Collins, CO",33,"ULPU",28.7,-1,18,"Ulmus pumila"
"3918","NMtnPr","Fort Collins, CO",34,"PY",28,-1,40,"Pyrus sp."
"3919","NMtnPr","Fort Collins, CO",34,"QUMA1",10.4,11.8,7,"Quercus macrocarpa"
"3920","NMtnPr","Fort Collins, CO",35,"PY",35.1,-1,42,"Pyrus sp."
"3921","NMtnPr","Fort Collins, CO",38,"ACPL",22.6,164.1,20,"Acer platanoides"
"3922","NMtnPr","Fort Collins, CO",38,"CEOC",74.7,1428.6,66,"Celtis occidentalis"
"3923","NMtnPr","Fort Collins, CO",41,"ACPL",62.8,852,57,"Acer platanoides"
"3924","NMtnPr","Fort Collins, CO",43,"MA2",18.9,57.3,14,"Malus sp."
"3925","NMtnPr","Fort Collins, CO",45,"GLTR",18.9,82.7,18,"Gleditsia triacanthos"
"3926","NMtnPr","Fort Collins, CO",47,"GLTR",19.6,625.5,18,"Gleditsia triacanthos"
"3927","NMtnPr","Fort Collins, CO",47,"GLTR",45.5,92.2,40,"Gleditsia triacanthos"
"3928","NMtnPr","Fort Collins, CO",47,"PIPO",13.3,18.7,16,"Pinus ponderosa"
"3929","NMtnPr","Fort Collins, CO",48,"ACSA1",100.2,1801.7,79,"Acer saccharinum"
"3930","NMtnPr","Fort Collins, CO",48,"PIPU",3.3,2.4,5,"Picea pungens"
"3931","NMtnPr","Fort Collins, CO",49,"POSA",24.7,-1,15,"Populus sargentii"
"3932","NMtnPr","Fort Collins, CO",50,"POSA",13.4,-1,15,"Populus sargentii"
"3933","NMtnPr","Fort Collins, CO",51,"POSA",26.1,95.1,15,"Populus sargentii"
"3934","NMtnPr","Fort Collins, CO",52,"POSA",39,343,15,"Populus sargentii"
"3935","NMtnPr","Fort Collins, CO",55,"ACPL",30.9,243.8,20,"Acer platanoides"
"3936","NMtnPr","Fort Collins, CO",58,"ACSA2",3.1,7.1,2,"Acer saccharum"
"3937","NMtnPr","Fort Collins, CO",60,"ACSA1",22,175.6,12,"Acer saccharinum"
"3938","NMtnPr","Fort Collins, CO",61,"ACPL",5,5.7,2,"Acer platanoides"
"3939","NMtnPr","Fort Collins, CO",63,"ACPL",5.2,8.7,2,"Acer platanoides"
"3940","NMtnPr","Fort Collins, CO",64,"QUMA1",23.6,112.5,16,"Quercus macrocarpa"
"3941","NMtnPr","Fort Collins, CO",64,"ULPU",16.1,-1,17,"Ulmus pumila"
"3942","NMtnPr","Fort Collins, CO",67,"MA2",17.2,71,12,"Malus sp."
"3943","NMtnPr","Fort Collins, CO",67,"ULPU",23.9,-1,17,"Ulmus pumila"
"3944","NMtnPr","Fort Collins, CO",68,"MA2",51,389.2,47,"Malus sp."
"3945","NMtnPr","Fort Collins, CO",69,"ULPU",102.3,1817.6,80,"Ulmus pumila"
"3946","NMtnPr","Fort Collins, CO",70,"ULPU",31.5,-1,11,"Ulmus pumila"
"3947","NMtnPr","Fort Collins, CO",71,"MA2",12.1,20.2,6,"Malus sp."
"3948","NMtnPr","Fort Collins, CO",71,"PIPU",19.3,106.8,12,"Picea pungens"
"3949","NMtnPr","Fort Collins, CO",71,"PR",2.5,5.2,1,"Prunus sp."
"3950","NMtnPr","Fort Collins, CO",72,"ULPU",15.2,-1,17,"Ulmus pumila"
"3951","NMtnPr","Fort Collins, CO",73,"PR",3.5,4.9,1,"Prunus sp."
"3952","NMtnPr","Fort Collins, CO",77,"PIPU",33.6,157.7,17,"Picea pungens"
"3953","NMtnPr","Fort Collins, CO",78,"MA2",26.7,58.3,14,"Malus sp."
"3954","NMtnPr","Fort Collins, CO",78,"QUMA1",9.2,9.8,6,"Quercus macrocarpa"
"3955","NMtnPr","Fort Collins, CO",78,"ULPU",5.1,8.9,6,"Ulmus pumila"
"3956","NMtnPr","Fort Collins, CO",79,"ACSA1",57,477.9,27,"Acer saccharinum"
"3957","NMtnPr","Fort Collins, CO",79,"PIPU",31.8,202.2,17,"Picea pungens"
"3958","NMtnPr","Fort Collins, CO",80,"PIPU",37.6,210.2,17,"Picea pungens"
"3959","NMtnPr","Fort Collins, CO",80,"ULPU",37.8,280.6,34,"Ulmus pumila"
"3960","NMtnPr","Fort Collins, CO",81,"ULPU",45.7,318.1,34,"Ulmus pumila"
"3961","NMtnPr","Fort Collins, CO",82,"POSA",50.7,523.7,47,"Populus sargentii"
"3962","NMtnPr","Fort Collins, CO",82,"ULPU",8.9,12.9,7,"Ulmus pumila"
"3963","NMtnPr","Fort Collins, CO",84,"ACSA1",89.9,978.6,42,"Acer saccharinum"
"3964","NMtnPr","Fort Collins, CO",85,"ULPU",32.5,-1,34,"Ulmus pumila"
"3965","NMtnPr","Fort Collins, CO",86,"ULPU",124.4,1494,82,"Ulmus pumila"
"3966","NMtnPr","Fort Collins, CO",87,"POSA",51.4,-1,34,"Populus sargentii"
"3967","NMtnPr","Fort Collins, CO",88,"FRPE",90.3,1334.7,78,"Fraxinus pennsylvanica"
"3968","NMtnPr","Fort Collins, CO",88,"QUMA1",13,81.9,11,"Quercus macrocarpa"
"3969","NMtnPr","Fort Collins, CO",90,"POSA",68,54.7,77,"Populus sargentii"
"3970","NMtnPr","Fort Collins, CO",91,"POSA",16.1,15.7,22,"Populus sargentii"
"3971","NMtnPr","Fort Collins, CO",92,"FRPE",107,1241,78,"Fraxinus pennsylvanica"
"3972","NMtnPr","Fort Collins, CO",92,"POSA",89.7,414,82,"Populus sargentii"
"3973","NMtnPr","Fort Collins, CO",95,"PINI",47.4,212.1,24,"Pinus nigra"
"3974","NMtnPr","Fort Collins, CO",95,"POSA",81.1,222.6,82,"Populus sargentii"
"3975","NMtnPr","Fort Collins, CO",96,"PINI",40.9,219.9,24,"Pinus nigra"
"3976","NMtnPr","Fort Collins, CO",97,"PINI",39.7,246.1,24,"Pinus nigra"
"3977","NMtnPr","Fort Collins, CO",98,"GYDI",11.5,47.1,11,"Gymnocladus dioicus"
"3978","NMtnPr","Fort Collins, CO",100,"ACSA1",23.4,763.4,12,"Acer saccharinum"
"3979","NMtnPr","Fort Collins, CO",100,"FRAM",35.3,1082.8,28,"Fraxinus americana"
"3980","NMtnPr","Fort Collins, CO",101,"PY",8.1,7.6,5,"Pyrus sp."
"3981","NMtnPr","Fort Collins, CO",101,"TICO",56.7,621.3,64,"Tilia cordata"
"3982","NMtnPr","Fort Collins, CO",103,"PY",8.7,9.7,5,"Pyrus sp."
"3983","NMtnPr","Fort Collins, CO",104,"FRPE",22.3,191.2,16,"Fraxinus pennsylvanica"
"3984","NMtnPr","Fort Collins, CO",104,"PY",17.5,104.2,15,"Pyrus sp."
"3985","NMtnPr","Fort Collins, CO",104,"TIAM",75,2621,87,"Tilia americana"
"3986","NMtnPr","Fort Collins, CO",104,"TICO",49.2,625.7,42,"Tilia cordata"
"3987","NMtnPr","Fort Collins, CO",106,"FRPE",22.3,140.1,16,"Fraxinus pennsylvanica"
"3988","NMtnPr","Fort Collins, CO",108,"QUMA1",56.2,906.1,50,"Quercus macrocarpa"
"3989","NMtnPr","Fort Collins, CO",110,"CEOC",99.3,1120.3,70,"Celtis occidentalis"
"3990","NMtnPr","Fort Collins, CO",110,"QUMA1",49.1,618.6,50,"Quercus macrocarpa"
"3991","NMtnPr","Fort Collins, CO",111,"CEOC",91.3,939,61,"Celtis occidentalis"
"3992","NMtnPr","Fort Collins, CO",111,"PINI",56,407.2,26,"Pinus nigra"
"3993","NMtnPr","Fort Collins, CO",112,"CEOC",106,2445.6,92,"Celtis occidentalis"
"3994","NMtnPr","Fort Collins, CO",113,"ULPU",133.6,1684.9,68,"Ulmus pumila"
"3995","NMtnPr","Fort Collins, CO",114,"CEOC",79.6,1171.1,54,"Celtis occidentalis"
"3996","NMtnPr","Fort Collins, CO",114,"FRAM",14,84.6,11,"Fraxinus americana"
"3997","NMtnPr","Fort Collins, CO",116,"POSA",155.2,954.9,102,"Populus sargentii"
"3998","NMtnPr","Fort Collins, CO",117,"GLTR",47.2,682.8,29,"Gleditsia triacanthos"
"3999","NMtnPr","Fort Collins, CO",117,"POSA",127,1423.2,62,"Populus sargentii"
"4000","NMtnPr","Fort Collins, CO",118,"PIPO",33.9,220.4,29,"Pinus ponderosa"
"4001","NMtnPr","Fort Collins, CO",118,"ULPU",70.3,535.5,30,"Ulmus pumila"
"4002","NMtnPr","Fort Collins, CO",119,"PIPO",33.3,147.6,29,"Pinus ponderosa"
"4003","NMtnPr","Fort Collins, CO",120,"FRAM",25.1,367.5,22,"Fraxinus americana"
"4004","NMtnPr","Fort Collins, CO",121,"ACSA1",53.4,936.8,34,"Acer saccharinum"
"4005","NMtnPr","Fort Collins, CO",123,"TICO",8.4,5.2,3,"Tilia cordata"
"4006","NMtnPr","Fort Collins, CO",124,"ACPL",26.1,325.8,33,"Acer platanoides"
"4007","NMtnPr","Fort Collins, CO",125,"CEOC",54.1,680.6,41,"Celtis occidentalis"
"4008","NMtnPr","Fort Collins, CO",126,"GLTR",4.8,2.4,1,"Gleditsia triacanthos"
"4009","NMtnPr","Fort Collins, CO",127,"GLTR",27.1,252.6,21,"Gleditsia triacanthos"
"4010","NMtnPr","Fort Collins, CO",130,"QUMA1",40.2,357.9,22,"Quercus macrocarpa"
"4011","NMtnPr","Fort Collins, CO",131,"FRAM",46.7,516.7,39,"Fraxinus americana"
"4012","NMtnPr","Fort Collins, CO",131,"FRPE",50.9,996,29,"Fraxinus pennsylvanica"
"4013","NMtnPr","Fort Collins, CO",132,"TICO",12.6,91,15,"Tilia cordata"
"4014","NMtnPr","Fort Collins, CO",134,"ACSA2",3.5,4.2,1,"Acer saccharum"
"4015","NMtnPr","Fort Collins, CO",134,"TICO",16.9,52,12,"Tilia cordata"
"4016","NMtnPr","Fort Collins, CO",135,"QUMA1",7.4,4.9,3,"Quercus macrocarpa"
"4017","NMtnPr","Fort Collins, CO",135,"TICO",10.3,18.1,8,"Tilia cordata"
"4018","NMtnPr","Fort Collins, CO",135,"ULAM",108.4,-1,42,"Ulmus americana"
"4019","NMtnPr","Fort Collins, CO",136,"POSA",114,661.4,82,"Populus sargentii"
"4020","NMtnPr","Fort Collins, CO",136,"ULAM",87.1,-1,42,"Ulmus americana"
"4021","NMtnPr","Fort Collins, CO",137,"PIPU",12.4,12.9,15,"Picea pungens"
"4022","NMtnPr","Fort Collins, CO",137,"QUMA1",10.9,13.6,11,"Quercus macrocarpa"
"4023","NMtnPr","Fort Collins, CO",137,"ULPU",89.7,679.1,42,"Ulmus pumila"
"4024","NMtnPr","Fort Collins, CO",139,"FRAM",42.3,486.3,29,"Fraxinus americana"
"4025","NMtnPr","Fort Collins, CO",140,"FRAM",54.2,518.2,29,"Fraxinus americana"
"4026","NMtnPr","Fort Collins, CO",140,"POSA",30.3,-1,22,"Populus sargentii"
"4027","NMtnPr","Fort Collins, CO",141,"FRAM",49.5,696.1,29,"Fraxinus americana"
"4028","NMtnPr","Fort Collins, CO",142,"FRAM",49.4,468.6,29,"Fraxinus americana"
"4029","NMtnPr","Fort Collins, CO",142,"POSA",39.5,-1,22,"Populus sargentii"
"4030","NMtnPr","Fort Collins, CO",143,"FRAM",50.8,655.3,29,"Fraxinus americana"
"4031","NMtnPr","Fort Collins, CO",143,"POSA",37.3,-1,22,"Populus sargentii"
"4032","NMtnPr","Fort Collins, CO",144,"POSA",37.9,-1,22,"Populus sargentii"
"4033","NMtnPr","Fort Collins, CO",145,"POSA",38.1,-1,22,"Populus sargentii"
"4034","NMtnPr","Fort Collins, CO",146,"POSA",49,-1,25,"Populus sargentii"
"4035","NMtnPr","Fort Collins, CO",146,"ULAM",85,226.1,74,"Ulmus americana"
"4036","NMtnPr","Fort Collins, CO",146,"ULPU",60.1,362.8,22,"Ulmus pumila"
"4037","NMtnPr","Fort Collins, CO",147,"POSA",45.7,-1,25,"Populus sargentii"
"4038","NMtnPr","Fort Collins, CO",147,"PY",5.9,7.3,1,"Pyrus sp."
"4039","NMtnPr","Fort Collins, CO",148,"FRPE",17.9,125.5,15,"Fraxinus pennsylvanica"
"4040","NMtnPr","Fort Collins, CO",148,"FRPE",32.5,243.3,23,"Fraxinus pennsylvanica"
"4041","NMtnPr","Fort Collins, CO",148,"POSA",29.5,-1,22,"Populus sargentii"
"4042","NMtnPr","Fort Collins, CO",150,"ACPL",47.9,299.3,59,"Acer platanoides"
"4043","NMtnPr","Fort Collins, CO",150,"ULPU",92.1,971,27,"Ulmus pumila"
"4044","NMtnPr","Fort Collins, CO",152,"ULPU",51.3,743.6,27,"Ulmus pumila"
"4045","NMtnPr","Fort Collins, CO",153,"PINI",16.3,82.9,14,"Pinus nigra"
"4046","NMtnPr","Fort Collins, CO",154,"POSA",26.7,200.8,10,"Populus sargentii"
"4047","NMtnPr","Fort Collins, CO",155,"GLTR",17.9,277,9,"Gleditsia triacanthos"
"4048","NMtnPr","Fort Collins, CO",157,"GYDI",24.4,410.7,24,"Gymnocladus dioicus"
"4049","NMtnPr","Fort Collins, CO",161,"PINI",18.6,91.7,14,"Pinus nigra"
"4050","NMtnPr","Fort Collins, CO",162,"PINI",18.4,75.1,14,"Pinus nigra"
"4051","NMtnPr","Fort Collins, CO",162,"PY",5.8,11.1,1,"Pyrus sp."
"4052","NMtnPr","Fort Collins, CO",163,"ACSA1",96.1,527.9,62,"Acer saccharinum"
"4053","NMtnPr","Fort Collins, CO",164,"QUMA1",56.2,1015.8,63,"Quercus macrocarpa"
"4054","NMtnPr","Fort Collins, CO",166,"FRPE",20.6,176.2,10,"Fraxinus pennsylvanica"
"4055","NMtnPr","Fort Collins, CO",167,"PINI",49.1,256.5,26,"Pinus nigra"
"4056","NMtnPr","Fort Collins, CO",168,"GLTR",14.8,47.1,12,"Gleditsia triacanthos"
"4057","NMtnPr","Fort Collins, CO",169,"FRPE",31.8,425.8,19,"Fraxinus pennsylvanica"
"4058","NMtnPr","Fort Collins, CO",169,"ULAM",63.2,1280.3,48,"Ulmus americana"
"4059","NMtnPr","Fort Collins, CO",170,"MA2",2.5,0.9,3,"Malus sp."
"4060","NMtnPr","Fort Collins, CO",170,"POSA",102.1,1024.7,70,"Populus sargentii"
"4061","NMtnPr","Fort Collins, CO",170,"PY",16.8,81.9,16,"Pyrus sp."
"4062","NMtnPr","Fort Collins, CO",172,"TICO",31.7,276.5,22,"Tilia cordata"
"4063","NMtnPr","Fort Collins, CO",175,"PINI",25.8,106.2,31,"Pinus nigra"
"4064","NMtnPr","Fort Collins, CO",175,"POSA",131,653.3,82,"Populus sargentii"
"4065","NMtnPr","Fort Collins, CO",176,"QUMA1",6.3,2.7,3,"Quercus macrocarpa"
"4066","NMtnPr","Fort Collins, CO",178,"ACSA1",74.8,2559.4,42,"Acer saccharinum"
"4067","NMtnPr","Fort Collins, CO",179,"PIPU",37.9,-1,33,"Picea pungens"
"4068","NMtnPr","Fort Collins, CO",180,"PINI",17.8,86,14,"Pinus nigra"
"4069","NMtnPr","Fort Collins, CO",181,"ACPL",22.8,5.7,33,"Acer platanoides"
"4070","NMtnPr","Fort Collins, CO",186,"ACPL",27.4,187.8,22,"Acer platanoides"
"4071","NMtnPr","Fort Collins, CO",186,"GLTR",40.8,481,44,"Gleditsia triacanthos"
"4072","NMtnPr","Fort Collins, CO",186,"TIAM",13.5,32.2,17,"Tilia americana"
"4073","NMtnPr","Fort Collins, CO",190,"ULAM",93.4,1056.9,72,"Ulmus americana"
"4074","NMtnPr","Fort Collins, CO",191,"MA2",5,6.5,3,"Malus sp."
"4075","NMtnPr","Fort Collins, CO",194,"PIPU",82.6,532,72,"Picea pungens"
"4076","NMtnPr","Fort Collins, CO",196,"QUMA1",56.1,671.1,63,"Quercus macrocarpa"
"4077","NMtnPr","Fort Collins, CO",197,"CEOC",91.1,1678.3,61,"Celtis occidentalis"
"4078","NMtnPr","Fort Collins, CO",198,"GLTR",25.6,289,9,"Gleditsia triacanthos"
"4079","NMtnPr","Fort Collins, CO",202,"FRPE",46.7,369.1,44,"Fraxinus pennsylvanica"
"4080","NMtnPr","Fort Collins, CO",203,"CEOC",83.8,2217.8,76,"Celtis occidentalis"
"4081","NMtnPr","Fort Collins, CO",208,"PIPO",22.1,24.4,14,"Pinus ponderosa"
"4082","NMtnPr","Fort Collins, CO",209,"ACSA1",65.9,968.3,46,"Acer saccharinum"
"4083","NMtnPr","Fort Collins, CO",210,"GYDI",6.6,23.4,6,"Gymnocladus dioicus"
"4084","NMtnPr","Fort Collins, CO",210,"MA2",48,345.2,26,"Malus sp."
"4085","NMtnPr","Fort Collins, CO",211,"QUMA1",5.1,6.6,3,"Quercus macrocarpa"
"4086","NMtnPr","Fort Collins, CO",212,"PINI",47.5,303.7,44,"Pinus nigra"
"4087","NMtnPr","Fort Collins, CO",213,"CEOC",6.3,7,6,"Celtis occidentalis"
"4088","NMtnPr","Fort Collins, CO",213,"PIPO",16,25.8,14,"Pinus ponderosa"
"4089","NMtnPr","Fort Collins, CO",214,"PINI",49.1,276.7,44,"Pinus nigra"
"4090","NMtnPr","Fort Collins, CO",214,"ULAM",96.4,1270.2,87,"Ulmus americana"
"4091","NMtnPr","Fort Collins, CO",215,"MA2",28,297.1,26,"Malus sp."
"4092","NMtnPr","Fort Collins, CO",215,"PY",10.2,47.1,6,"Pyrus sp."
"4093","NMtnPr","Fort Collins, CO",219,"PIPO",33.8,199.6,32,"Pinus ponderosa"
"4094","NMtnPr","Fort Collins, CO",220,"PY",3.2,3.1,3,"Pyrus sp."
"4095","NMtnPr","Fort Collins, CO",221,"ACPL",62.1,804.2,63,"Acer platanoides"
"4096","NMtnPr","Fort Collins, CO",221,"FRPE",37.3,663.3,33,"Fraxinus pennsylvanica"
"4097","NMtnPr","Fort Collins, CO",222,"ACSA1",38.7,492.2,25,"Acer saccharinum"
"4098","NMtnPr","Fort Collins, CO",222,"TICO",3.3,0.9,1,"Tilia cordata"
"4099","NMtnPr","Fort Collins, CO",224,"PIPO",31.3,185.7,37,"Pinus ponderosa"
"4100","NMtnPr","Fort Collins, CO",226,"ULAM",121.3,-1,79,"Ulmus americana"
"4101","NMtnPr","Fort Collins, CO",227,"ACSA2",17.6,319.7,19,"Acer saccharum"
"4102","NMtnPr","Fort Collins, CO",228,"MA2",40.1,-1,26,"Malus sp."
"4103","NMtnPr","Fort Collins, CO",228,"POSA",136,1742.3,102,"Populus sargentii"
"4104","NMtnPr","Fort Collins, CO",235,"ACSA1",76.2,1079.8,66,"Acer saccharinum"
"4105","NMtnPr","Fort Collins, CO",235,"PR",9.4,25,8,"Prunus sp."
"4106","NMtnPr","Fort Collins, CO",238,"PIPU",40.8,236.2,26,"Picea pungens"
"4107","NMtnPr","Fort Collins, CO",238,"PINI",23.4,58.6,11,"Pinus nigra"
"4108","NMtnPr","Fort Collins, CO",238,"PY",5.8,6,4,"Pyrus sp."
"4109","NMtnPr","Fort Collins, CO",239,"CEOC",10.2,65.3,6,"Celtis occidentalis"
"4110","NMtnPr","Fort Collins, CO",245,"CEOC",60.8,767.6,65,"Celtis occidentalis"
"4111","NMtnPr","Fort Collins, CO",245,"ULPU",53.8,818.6,42,"Ulmus pumila"
"4112","NMtnPr","Fort Collins, CO",249,"PIPU",46.9,219.4,42,"Picea pungens"
"4113","NMtnPr","Fort Collins, CO",249,"PIPU",50.2,220.8,26,"Picea pungens"
"4114","NMtnPr","Fort Collins, CO",251,"PINI",52.7,419.7,37,"Pinus nigra"
"4115","NMtnPr","Fort Collins, CO",252,"TIAM",43.6,510.3,37,"Tilia americana"
"4116","NMtnPr","Fort Collins, CO",253,"QUMA1",23.3,162.1,18,"Quercus macrocarpa"
"4117","NMtnPr","Fort Collins, CO",253,"TICO",46,447.3,37,"Tilia cordata"
"4118","NMtnPr","Fort Collins, CO",NA,"MA2",19.5,49.6,10,"Malus sp."
"4119","NMtnPr","Fort Collins, CO",254,"ULAM",139.5,3548.6,77,"Ulmus americana"
"4120","NMtnPr","Fort Collins, CO",255,"PIPO",8.9,28.9,11,"Pinus ponderosa"
"4121","NMtnPr","Fort Collins, CO",258,"GLTR",29.9,306.8,19,"Gleditsia triacanthos"
"4122","NMtnPr","Fort Collins, CO",259,"ACPL",59.4,598.8,57,"Acer platanoides"
"4123","NMtnPr","Fort Collins, CO",259,"CEOC",5.1,5.4,3,"Celtis occidentalis"
"4124","NMtnPr","Fort Collins, CO",260,"ACSA1",79.8,1025.4,73,"Acer saccharinum"
"4125","NMtnPr","Fort Collins, CO",260,"TIAM",45.5,651.2,38,"Tilia americana"
