"","Region","City","TreeID","Species","DBH","Leaf","AGE","ScientificName"
"1","InlVal","Modesto, CA",1,"ACSA1",2.5,2.5,0,"Acer saccharinum"
"2","InlVal","Modesto, CA",2,"BEPE",2.5,1.9,0,"Betula pendula"
"3","InlVal","Modesto, CA",3,"CESI4",2.5,2.2,0,"Celtis sinensis"
"4","InlVal","Modesto, CA",4,"CICA",2.5,2,0,"Cinnamomum camphora"
"5","InlVal","Modesto, CA",5,"FRAN_R",2.5,2.2,0,"Fraxinus angustifolia 'Raywood'"
"6","InlVal","Modesto, CA",6,"FREX_H",2.5,2.2,0,"Fraxinus excelsior 'Hessei'"
"7","InlVal","Modesto, CA",7,"FRHO",2.5,2.2,0,"Fraxinus holotricha"
"8","InlVal","Modesto, CA",8,"FRPE_M",2.5,2.2,0,"Fraxinus pennsylvanica 'Marshall'"
"9","InlVal","Modesto, CA",9,"FRVE_G",2.5,2.1,0,"Fraxinus velutina 'Modesto'"
"10","InlVal","Modesto, CA",10,"GIBI",2.5,1.3,0,"Ginkgo biloba"
"11","InlVal","Modesto, CA",11,"GLTR",2.5,1.2,0,"Gleditsia triacanthos"
"12","InlVal","Modesto, CA",12,"KOPA",2.5,1.6,0,"Koelreuteria paniculata"
"13","InlVal","Modesto, CA",13,"LAIN",2.5,0.6,0,"Lagerstroemia indica"
"14","InlVal","Modesto, CA",14,"LIST",2.5,3.3,0,"Liquidambar styraciflua"
"15","InlVal","Modesto, CA",15,"MAGR",2.5,3.1,0,"Magnolia grandiflora"
"16","InlVal","Modesto, CA",16,"PICH",2.5,1.2,0,"Pistacia chinensis"
"17","InlVal","Modesto, CA",17,"PITH",2.5,3.1,0,"Pinus thunbergiana"
"18","InlVal","Modesto, CA",18,"PLAC",2.5,5.2,0,"Platanus x acerifolia"
"19","InlVal","Modesto, CA",19,"PRCE",2.5,2.1,0,"Prunus cerasifera"
"20","InlVal","Modesto, CA",20,"PYCA_B",2.5,2.8,0,"Pyrus calleryana 'Bradford'"
"21","InlVal","Modesto, CA",21,"QUIL2",2.5,1.9,0,"Quercus ilex"
"22","InlVal","Modesto, CA",22,"ZESE",2.5,1.8,0,"Zelkova serrata"
"23","InlVal","Modesto, CA",75,"PYCA_B",28.6,241,14,"Pyrus calleryana 'Bradford'"
"24","InlVal","Modesto, CA",369,"PYCA_B",12.6,58.9,8,"Pyrus calleryana 'Bradford'"
"25","InlVal","Modesto, CA",406,"PITH",39.1,147.7,23,"Pinus thunbergiana"
"26","InlVal","Modesto, CA",540,"LIST",27.4,183,18,"Liquidambar styraciflua"
"27","InlVal","Modesto, CA",589,"FRHO",31.4,107.4,22,"Fraxinus holotricha"
"28","InlVal","Modesto, CA",658,"BEPE",26.1,120.9,22,"Betula pendula"
"29","InlVal","Modesto, CA",719,"QUIL2",33.1,222.9,23,"Quercus ilex"
"30","InlVal","Modesto, CA",1091,"PYCA_B",10.7,30.9,9,"Pyrus calleryana 'Bradford'"
"31","InlVal","Modesto, CA",1213,"BEPE",23.5,229.3,33,"Betula pendula"
"32","InlVal","Modesto, CA",1251,"QUIL2",32.2,183.6,23,"Quercus ilex"
"33","InlVal","Modesto, CA",1432,"CICA",24.4,44.1,14,"Cinnamomum camphora"
"34","InlVal","Modesto, CA",1883,"QUIL2",60.2,628.8,30,"Quercus ilex"
"35","InlVal","Modesto, CA",1938,"BEPE",14.9,68.3,18,"Betula pendula"
"36","InlVal","Modesto, CA",2015,"LIST",33.6,184.7,34,"Liquidambar styraciflua"
"37","InlVal","Modesto, CA",2037,"PICH",44.5,420.7,34,"Pistacia chinensis"
"38","InlVal","Modesto, CA",2259,"PICH",26.5,177.6,34,"Pistacia chinensis"
"39","InlVal","Modesto, CA",2526,"PICH",26.1,200.4,34,"Pistacia chinensis"
"40","InlVal","Modesto, CA",2642,"KOPA",8.8,17,5,"Koelreuteria paniculata"
"41","InlVal","Modesto, CA",2644,"KOPA",5.8,14.5,5,"Koelreuteria paniculata"
"42","InlVal","Modesto, CA",2884,"PICH",23.4,148.6,34,"Pistacia chinensis"
"43","InlVal","Modesto, CA",2961,"ACSA1",40.1,396,9,"Acer saccharinum"
"44","InlVal","Modesto, CA",3001,"PRCE",10,11.8,5,"Prunus cerasifera"
"45","InlVal","Modesto, CA",3184,"PICH",26.6,152.6,17,"Pistacia chinensis"
"46","InlVal","Modesto, CA",3375,"QUIL2",45.5,377.9,26,"Quercus ilex"
"47","InlVal","Modesto, CA",3502,"KOPA",7.6,14.9,7,"Koelreuteria paniculata"
"48","InlVal","Modesto, CA",3523,"KOPA",5.9,6.7,5,"Koelreuteria paniculata"
"49","InlVal","Modesto, CA",3775,"FRVE_G",39.3,283,26,"Fraxinus velutina 'Modesto'"
"50","InlVal","Modesto, CA",3777,"FRVE_G",34.4,199.1,26,"Fraxinus velutina 'Modesto'"
"51","InlVal","Modesto, CA",3844,"PRCE",19.4,38.5,24,"Prunus cerasifera"
"52","InlVal","Modesto, CA",4067,"LIST",29.2,97.4,39,"Liquidambar styraciflua"
"53","InlVal","Modesto, CA",4200,"FRVE_G",54.3,204.7,28,"Fraxinus velutina 'Modesto'"
"54","InlVal","Modesto, CA",4215,"PRCE",20.9,81.4,19,"Prunus cerasifera"
"55","InlVal","Modesto, CA",4556,"KOPA",5.1,18.6,3,"Koelreuteria paniculata"
"56","InlVal","Modesto, CA",4614,"CICA",7.4,15.3,6,"Cinnamomum camphora"
"57","InlVal","Modesto, CA",4741,"FRVE_G",49.7,302,28,"Fraxinus velutina 'Modesto'"
"58","InlVal","Modesto, CA",4864,"FRHO",36.5,384.2,19,"Fraxinus holotricha"
"59","InlVal","Modesto, CA",5016,"ZESE",36.6,277.7,18,"Zelkova serrata"
"60","InlVal","Modesto, CA",5217,"PLAC",18.7,86.7,5,"Platanus x acerifolia"
"61","InlVal","Modesto, CA",5355,"FREX_H",5.5,6.3,6,"Fraxinus excelsior 'Hessei'"
"62","InlVal","Modesto, CA",5562,"PLAC",16.4,39.8,6,"Platanus x acerifolia"
"63","InlVal","Modesto, CA",6049,"BEPE",9.9,33.1,23,"Betula pendula"
"64","InlVal","Modesto, CA",6156,"PICH",20.2,101.8,30,"Pistacia chinensis"
"65","InlVal","Modesto, CA",6525,"PITH",37,209.5,34,"Pinus thunbergiana"
"66","InlVal","Modesto, CA",6630,"PYCA_B",57.8,359.1,38,"Pyrus calleryana 'Bradford'"
"67","InlVal","Modesto, CA",6713,"LAIN",18.8,38.7,24,"Lagerstroemia indica"
"68","InlVal","Modesto, CA",6818,"PRCE",18.4,18.9,29,"Prunus cerasifera"
"69","InlVal","Modesto, CA",7018,"FRAN_R",31.6,68.8,24,"Fraxinus angustifolia 'Raywood'"
"70","InlVal","Modesto, CA",7026,"FRAN_R",43,173.6,24,"Fraxinus angustifolia 'Raywood'"
"71","InlVal","Modesto, CA",7079,"LAIN",17.9,29.3,29,"Lagerstroemia indica"
"72","InlVal","Modesto, CA",7321,"PITH",43.7,203.8,34,"Pinus thunbergiana"
"73","InlVal","Modesto, CA",7504,"CICA",30.9,163.6,11,"Cinnamomum camphora"
"74","InlVal","Modesto, CA",7748,"LAIN",8.1,48.8,29,"Lagerstroemia indica"
"75","InlVal","Modesto, CA",7835,"BEPE",23,104.5,24,"Betula pendula"
"76","InlVal","Modesto, CA",7838,"PITH",32.1,73.7,25,"Pinus thunbergiana"
"77","InlVal","Modesto, CA",8311,"MAGR",35.5,135.7,27,"Magnolia grandiflora"
"78","InlVal","Modesto, CA",8370,"GIBI",34.1,216.5,29,"Ginkgo biloba"
"79","InlVal","Modesto, CA",8623,"FRAN_R",52.3,281.8,29,"Fraxinus angustifolia 'Raywood'"
"80","InlVal","Modesto, CA",8639,"FRAN_R",53.5,314.2,29,"Fraxinus angustifolia 'Raywood'"
"81","InlVal","Modesto, CA",8688,"FRAN_R",33.4,230.7,29,"Fraxinus angustifolia 'Raywood'"
"82","InlVal","Modesto, CA",8794,"PICH",24.9,181.8,30,"Pistacia chinensis"
"83","InlVal","Modesto, CA",8900,"FRAN_R",43.2,479.8,29,"Fraxinus angustifolia 'Raywood'"
"84","InlVal","Modesto, CA",8908,"FRAN_R",40.5,172.2,29,"Fraxinus angustifolia 'Raywood'"
"85","InlVal","Modesto, CA",8918,"FRAN_R",66.2,479.9,29,"Fraxinus angustifolia 'Raywood'"
"86","InlVal","Modesto, CA",8922,"FRAN_R",50.8,380.3,29,"Fraxinus angustifolia 'Raywood'"
"87","InlVal","Modesto, CA",8930,"FRAN_R",62.7,445,29,"Fraxinus angustifolia 'Raywood'"
"88","InlVal","Modesto, CA",8931,"FREX_H",25,153.6,26,"Fraxinus excelsior 'Hessei'"
"89","InlVal","Modesto, CA",9041,"FRAN_R",37.7,188.8,29,"Fraxinus angustifolia 'Raywood'"
"90","InlVal","Modesto, CA",9236,"PICH",48.3,666.5,30,"Pistacia chinensis"
"91","InlVal","Modesto, CA",9351,"BEPE",10.8,-1,13,"Betula pendula"
"92","InlVal","Modesto, CA",9445,"GLTR",38.2,137.6,36,"Gleditsia triacanthos"
"93","InlVal","Modesto, CA",9643,"FRAN_R",39.3,228.5,29,"Fraxinus angustifolia 'Raywood'"
"94","InlVal","Modesto, CA",9710,"QUIL2",47.4,285.9,27,"Quercus ilex"
"95","InlVal","Modesto, CA",9720,"FRHO",41.2,440.1,32,"Fraxinus holotricha"
"96","InlVal","Modesto, CA",9733,"ACSA1",73.5,475.6,36,"Acer saccharinum"
"97","InlVal","Modesto, CA",10122,"MAGR",18,26,37,"Magnolia grandiflora"
"98","InlVal","Modesto, CA",10141,"LIST",41,195,37,"Liquidambar styraciflua"
"99","InlVal","Modesto, CA",10381,"CICA",30.1,174.6,30,"Cinnamomum camphora"
"100","InlVal","Modesto, CA",10470,"FRHO",67.5,741.8,33,"Fraxinus holotricha"
"101","InlVal","Modesto, CA",10559,"LAIN",19.8,79.7,29,"Lagerstroemia indica"
"102","InlVal","Modesto, CA",10677,"FRHO",62.7,577.3,33,"Fraxinus holotricha"
"103","InlVal","Modesto, CA",10686,"QUIL2",58.2,334.1,34,"Quercus ilex"
"104","InlVal","Modesto, CA",10716,"CESI4",46.5,180.4,37,"Celtis sinensis"
"105","InlVal","Modesto, CA",10727,"CESI4",40.1,256.2,37,"Celtis sinensis"
"106","InlVal","Modesto, CA",10832,"PICH",47,366.8,30,"Pistacia chinensis"
"107","InlVal","Modesto, CA",10847,"GLTR",51.5,92.8,34,"Gleditsia triacanthos"
"108","InlVal","Modesto, CA",10985,"PYCA_B",11.1,22.4,8,"Pyrus calleryana 'Bradford'"
"109","InlVal","Modesto, CA",10993,"CICA",32,230.1,37,"Cinnamomum camphora"
"110","InlVal","Modesto, CA",11004,"CESI4",64,-1,37,"Celtis sinensis"
"111","InlVal","Modesto, CA",11034,"PYCA_B",41,125.4,33,"Pyrus calleryana 'Bradford'"
"112","InlVal","Modesto, CA",11051,"ZESE",8.5,30.1,4,"Zelkova serrata"
"113","InlVal","Modesto, CA",11055,"CESI4",77,1280.7,37,"Celtis sinensis"
"114","InlVal","Modesto, CA",11063,"GLTR",49.5,422.1,34,"Gleditsia triacanthos"
"115","InlVal","Modesto, CA",11336,"CESI4",71,744.1,37,"Celtis sinensis"
"116","InlVal","Modesto, CA",11354,"CESI4",37.3,473.2,37,"Celtis sinensis"
"117","InlVal","Modesto, CA",11597,"LIST",45,406.7,37,"Liquidambar styraciflua"
"118","InlVal","Modesto, CA",11837,"FRHO",73,329.2,33,"Fraxinus holotricha"
"119","InlVal","Modesto, CA",11955,"LIST",58.8,680.8,37,"Liquidambar styraciflua"
"120","InlVal","Modesto, CA",12060,"PICH",48,109,30,"Pistacia chinensis"
"121","InlVal","Modesto, CA",12164,"PYCA_B",51.7,242.2,36,"Pyrus calleryana 'Bradford'"
"122","InlVal","Modesto, CA",12173,"PICH",31.5,215.2,30,"Pistacia chinensis"
"123","InlVal","Modesto, CA",12257,"CESI4",68.5,1226.8,37,"Celtis sinensis"
"124","InlVal","Modesto, CA",12306,"CESI4",20,120.3,9,"Celtis sinensis"
"125","InlVal","Modesto, CA",12407,"CESI4",33,160.4,16,"Celtis sinensis"
"126","InlVal","Modesto, CA",12549,"CESI4",44.9,475.4,37,"Celtis sinensis"
"127","InlVal","Modesto, CA",12649,"CESI4",53,555.8,37,"Celtis sinensis"
"128","InlVal","Modesto, CA",12681,"PICH",35.5,158.4,30,"Pistacia chinensis"
"129","InlVal","Modesto, CA",12756,"PICH",38,297,30,"Pistacia chinensis"
"130","InlVal","Modesto, CA",12843,"PYCA_B",34.5,257.4,33,"Pyrus calleryana 'Bradford'"
"131","InlVal","Modesto, CA",12875,"CESI4",65.8,-1,37,"Celtis sinensis"
"132","InlVal","Modesto, CA",12881,"LIST",73.4,965.5,37,"Liquidambar styraciflua"
"133","InlVal","Modesto, CA",13172,"BEPE",31.3,240.4,18,"Betula pendula"
"134","InlVal","Modesto, CA",13262,"LIST",49.8,417,37,"Liquidambar styraciflua"
"135","InlVal","Modesto, CA",13443,"LIST",56,451.6,37,"Liquidambar styraciflua"
"136","InlVal","Modesto, CA",13563,"LIST",39,101.7,37,"Liquidambar styraciflua"
"137","InlVal","Modesto, CA",13758,"BEPE",33.5,202.8,36,"Betula pendula"
"138","InlVal","Modesto, CA",13759,"BEPE",37,127.4,36,"Betula pendula"
"139","InlVal","Modesto, CA",13852,"LIST",43,153.6,34,"Liquidambar styraciflua"
"140","InlVal","Modesto, CA",14296,"CICA",48,250.2,34,"Cinnamomum camphora"
"141","InlVal","Modesto, CA",14347,"FRVE_G",55.4,456.3,40,"Fraxinus velutina 'Modesto'"
"142","InlVal","Modesto, CA",14430,"PRCE",19.2,53,33,"Prunus cerasifera"
"143","InlVal","Modesto, CA",14482,"LAIN",16,57.5,36,"Lagerstroemia indica"
"144","InlVal","Modesto, CA",14699,"FRHO",63,510.4,33,"Fraxinus holotricha"
"145","InlVal","Modesto, CA",14732,"GLTR",46,120.8,36,"Gleditsia triacanthos"
"146","InlVal","Modesto, CA",14754,"FRHO",71,600.2,33,"Fraxinus holotricha"
"147","InlVal","Modesto, CA",14840,"PYCA_B",20.5,89.1,33,"Pyrus calleryana 'Bradford'"
"148","InlVal","Modesto, CA",14996,"PITH",41.5,55.4,37,"Pinus thunbergiana"
"149","InlVal","Modesto, CA",15056,"FRHO",37.5,248.4,18,"Fraxinus holotricha"
"150","InlVal","Modesto, CA",15148,"FRAN_R",27,146,18,"Fraxinus angustifolia 'Raywood'"
"151","InlVal","Modesto, CA",15339,"GLTR",50.5,602.4,36,"Gleditsia triacanthos"
"152","InlVal","Modesto, CA",15541,"LAIN",5.1,0.9,6,"Lagerstroemia indica"
"153","InlVal","Modesto, CA",15632,"CESI4",43.5,290.4,34,"Celtis sinensis"
"154","InlVal","Modesto, CA",15797,"FRHO",62,586.2,33,"Fraxinus holotricha"
"155","InlVal","Modesto, CA",15850,"MAGR",39.5,161,34,"Magnolia grandiflora"
"156","InlVal","Modesto, CA",15859,"CICA",38.5,354.2,34,"Cinnamomum camphora"
"157","InlVal","Modesto, CA",16010,"GLTR",45.5,286.4,36,"Gleditsia triacanthos"
"158","InlVal","Modesto, CA",16205,"ZESE",52.7,418.3,21,"Zelkova serrata"
"159","InlVal","Modesto, CA",16357,"FRPE_M",9.9,23.5,9,"Fraxinus pennsylvanica 'Marshall'"
"160","InlVal","Modesto, CA",16436,"CICA",19.7,22,8,"Cinnamomum camphora"
"161","InlVal","Modesto, CA",16874,"PYCA_B",25.8,189.6,18,"Pyrus calleryana 'Bradford'"
"162","InlVal","Modesto, CA",16876,"PYCA_B",43.7,309.5,18,"Pyrus calleryana 'Bradford'"
"163","InlVal","Modesto, CA",16968,"CESI4",30.8,219.1,19,"Celtis sinensis"
"164","InlVal","Modesto, CA",17012,"GIBI",10.1,15.5,20,"Ginkgo biloba"
"165","InlVal","Modesto, CA",17041,"FRPE_M",37.6,93.9,18,"Fraxinus pennsylvanica 'Marshall'"
"166","InlVal","Modesto, CA",17254,"LIST",32.4,363.6,22,"Liquidambar styraciflua"
"167","InlVal","Modesto, CA",17370,"PITH",26,94.8,10,"Pinus thunbergiana"
"168","InlVal","Modesto, CA",17428,"GIBI",16.6,52.9,12,"Ginkgo biloba"
"169","InlVal","Modesto, CA",17510,"PICH",18.1,41.6,19,"Pistacia chinensis"
"170","InlVal","Modesto, CA",17654,"GIBI",2.5,5.2,8,"Ginkgo biloba"
"171","InlVal","Modesto, CA",18044,"GIBI",8.4,23.1,23,"Ginkgo biloba"
"172","InlVal","Modesto, CA",18353,"BEPE",12.4,89.3,16,"Betula pendula"
"173","InlVal","Modesto, CA",18379,"ZESE",37.3,320.9,16,"Zelkova serrata"
"174","InlVal","Modesto, CA",18794,"GIBI",18.4,74.7,23,"Ginkgo biloba"
"175","InlVal","Modesto, CA",18846,"FRAN_R",28.9,123.2,21,"Fraxinus angustifolia 'Raywood'"
"176","InlVal","Modesto, CA",18895,"PLAC",18,76.2,11,"Platanus x acerifolia"
"177","InlVal","Modesto, CA",18951,"BEPE",15.1,92.6,10,"Betula pendula"
"178","InlVal","Modesto, CA",19018,"GIBI",32.1,203.4,35,"Ginkgo biloba"
"179","InlVal","Modesto, CA",19071,"GIBI",37.9,199.4,35,"Ginkgo biloba"
"180","InlVal","Modesto, CA",19083,"LAIN",12.8,13.4,33,"Lagerstroemia indica"
"181","InlVal","Modesto, CA",19141,"PITH",31,98.9,34,"Pinus thunbergiana"
"182","InlVal","Modesto, CA",19145,"ZESE",47,504.3,33,"Zelkova serrata"
"183","InlVal","Modesto, CA",19281,"GIBI",35.9,287.8,35,"Ginkgo biloba"
"184","InlVal","Modesto, CA",19382,"GIBI",48,345.5,35,"Ginkgo biloba"
"185","InlVal","Modesto, CA",19715,"GLTR",27.9,164.1,32,"Gleditsia triacanthos"
"186","InlVal","Modesto, CA",19843,"GIBI",46,453.9,35,"Ginkgo biloba"
"187","InlVal","Modesto, CA",19891,"GIBI",46.4,230.2,35,"Ginkgo biloba"
"188","InlVal","Modesto, CA",19930,"ZESE",61.2,581.2,33,"Zelkova serrata"
"189","InlVal","Modesto, CA",20066,"PRCE",34.1,132.1,24,"Prunus cerasifera"
"190","InlVal","Modesto, CA",20068,"PICH",24.3,109,34,"Pistacia chinensis"
"191","InlVal","Modesto, CA",20344,"GIBI",28.4,152,35,"Ginkgo biloba"
"192","InlVal","Modesto, CA",20346,"PRCE",26.9,16.3,33,"Prunus cerasifera"
"193","InlVal","Modesto, CA",20446,"KOPA",31.2,187.9,34,"Koelreuteria paniculata"
"194","InlVal","Modesto, CA",20561,"CESI4",42.3,223,25,"Celtis sinensis"
"195","InlVal","Modesto, CA",20584,"GIBI",39.5,278.8,35,"Ginkgo biloba"
"196","InlVal","Modesto, CA",20642,"LIST",45.3,287.5,25,"Liquidambar styraciflua"
"197","InlVal","Modesto, CA",20653,"FRHO",58.8,292.4,33,"Fraxinus holotricha"
"198","InlVal","Modesto, CA",20672,"PITH",38,154,34,"Pinus thunbergiana"
"199","InlVal","Modesto, CA",20683,"FRAN_R",63.2,310.4,33,"Fraxinus angustifolia 'Raywood'"
"200","InlVal","Modesto, CA",20746,"FRAN_R",55.3,337.7,33,"Fraxinus angustifolia 'Raywood'"
"201","InlVal","Modesto, CA",20791,"GIBI",42.3,347,35,"Ginkgo biloba"
"202","InlVal","Modesto, CA",20863,"QUIL2",35.8,140.8,34,"Quercus ilex"
"203","InlVal","Modesto, CA",20869,"FRAN_R",44.2,141.6,33,"Fraxinus angustifolia 'Raywood'"
"204","InlVal","Modesto, CA",20915,"LAIN",8,19.5,33,"Lagerstroemia indica"
"205","InlVal","Modesto, CA",20917,"ZESE",57.4,679.4,33,"Zelkova serrata"
"206","InlVal","Modesto, CA",20925,"MAGR",39.6,321.6,34,"Magnolia grandiflora"
"207","InlVal","Modesto, CA",20966,"BEPE",29.3,88.4,33,"Betula pendula"
"208","InlVal","Modesto, CA",20980,"ZESE",38.5,209.8,33,"Zelkova serrata"
"209","InlVal","Modesto, CA",21014,"GIBI",44.4,195.9,35,"Ginkgo biloba"
"210","InlVal","Modesto, CA",21017,"GIBI",39.3,208.9,35,"Ginkgo biloba"
"211","InlVal","Modesto, CA",21027,"GIBI",52.8,366.5,35,"Ginkgo biloba"
"212","InlVal","Modesto, CA",21080,"CICA",27.8,42.8,34,"Cinnamomum camphora"
"213","InlVal","Modesto, CA",21093,"ZESE",48.3,339.6,33,"Zelkova serrata"
"214","InlVal","Modesto, CA",21101,"CICA",18.3,48.2,14,"Cinnamomum camphora"
"215","InlVal","Modesto, CA",21105,"MAGR",21.5,70.1,34,"Magnolia grandiflora"
"216","InlVal","Modesto, CA",21123,"GIBI",46,231.3,35,"Ginkgo biloba"
"217","InlVal","Modesto, CA",21171,"PITH",35.4,182.7,34,"Pinus thunbergiana"
"218","InlVal","Modesto, CA",21180,"BEPE",17,64.1,33,"Betula pendula"
"219","InlVal","Modesto, CA",21195,"GIBI",26.2,98.5,35,"Ginkgo biloba"
"220","InlVal","Modesto, CA",21272,"GIBI",48.9,193.7,35,"Ginkgo biloba"
"221","InlVal","Modesto, CA",21328,"CICA",66.5,626.6,34,"Cinnamomum camphora"
"222","InlVal","Modesto, CA",21463,"PITH",40.1,62.1,34,"Pinus thunbergiana"
"223","InlVal","Modesto, CA",21467,"BEPE",22.4,130.2,33,"Betula pendula"
"224","InlVal","Modesto, CA",21482,"BEPE",30.2,104.8,33,"Betula pendula"
"225","InlVal","Modesto, CA",21567,"BEPE",26.5,278.9,33,"Betula pendula"
"226","InlVal","Modesto, CA",21767,"LAIN",14.8,23.7,23,"Lagerstroemia indica"
"227","InlVal","Modesto, CA",21814,"GIBI",11,15,15,"Ginkgo biloba"
"228","InlVal","Modesto, CA",22776,"FREX_H",31.2,157.2,23,"Fraxinus excelsior 'Hessei'"
"229","InlVal","Modesto, CA",22849,"LIST",12.6,48.7,15,"Liquidambar styraciflua"
"230","InlVal","Modesto, CA",23122,"LIST",19,33.8,24,"Liquidambar styraciflua"
"231","InlVal","Modesto, CA",23130,"LIST",30.5,115,24,"Liquidambar styraciflua"
"232","InlVal","Modesto, CA",23135,"QUIL2",43.2,180.3,24,"Quercus ilex"
"233","InlVal","Modesto, CA",23202,"LIST",19.4,76.1,24,"Liquidambar styraciflua"
"234","InlVal","Modesto, CA",23359,"CESI4",46.5,478.3,24,"Celtis sinensis"
"235","InlVal","Modesto, CA",23373,"ZESE",10.5,43,4,"Zelkova serrata"
"236","InlVal","Modesto, CA",23384,"FRVE_G",56.7,545.7,40,"Fraxinus velutina 'Modesto'"
"237","InlVal","Modesto, CA",23650,"LIST",28.9,236.7,33,"Liquidambar styraciflua"
"238","InlVal","Modesto, CA",23702,"FREX_H",27.2,178.8,9,"Fraxinus excelsior 'Hessei'"
"239","InlVal","Modesto, CA",23719,"MAGR",37.1,156.7,33,"Magnolia grandiflora"
"240","InlVal","Modesto, CA",23737,"PYCA_B",36.5,328.7,34,"Pyrus calleryana 'Bradford'"
"241","InlVal","Modesto, CA",23741,"MAGR",25,100,35,"Magnolia grandiflora"
"242","InlVal","Modesto, CA",23751,"PITH",28,90.1,35,"Pinus thunbergiana"
"243","InlVal","Modesto, CA",23828,"GLTR",46.2,318,34,"Gleditsia triacanthos"
"244","InlVal","Modesto, CA",23901,"QUIL2",56,488.7,35,"Quercus ilex"
"245","InlVal","Modesto, CA",24085,"LIST",35.1,247.9,33,"Liquidambar styraciflua"
"246","InlVal","Modesto, CA",24099,"PRCE",17.6,48.5,32,"Prunus cerasifera"
"247","InlVal","Modesto, CA",24117,"PYCA_B",26.6,211.9,34,"Pyrus calleryana 'Bradford'"
"248","InlVal","Modesto, CA",24130,"MAGR",31.5,120.3,35,"Magnolia grandiflora"
"249","InlVal","Modesto, CA",24165,"FRAN_R",31,213.8,19,"Fraxinus angustifolia 'Raywood'"
"250","InlVal","Modesto, CA",24170,"FRPE_M",25,146.6,34,"Fraxinus pennsylvanica 'Marshall'"
"251","InlVal","Modesto, CA",24172,"FRPE_M",24.4,156.5,34,"Fraxinus pennsylvanica 'Marshall'"
"252","InlVal","Modesto, CA",24175,"FRAN_R",35.6,354.8,34,"Fraxinus angustifolia 'Raywood'"
"253","InlVal","Modesto, CA",24376,"PYCA_B",21.8,60.2,32,"Pyrus calleryana 'Bradford'"
"254","InlVal","Modesto, CA",24433,"PRCE",26,64,23,"Prunus cerasifera"
"255","InlVal","Modesto, CA",24523,"FRHO",44.9,187.9,30,"Fraxinus holotricha"
"256","InlVal","Modesto, CA",24555,"MAGR",29.3,159.6,35,"Magnolia grandiflora"
"257","InlVal","Modesto, CA",24567,"PYCA_B",50.6,252.3,30,"Pyrus calleryana 'Bradford'"
"258","InlVal","Modesto, CA",24578,"PYCA_B",40.4,220.8,30,"Pyrus calleryana 'Bradford'"
"259","InlVal","Modesto, CA",24764,"PITH",43.7,93,39,"Pinus thunbergiana"
"260","InlVal","Modesto, CA",24794,"FREX_H",39,195.8,30,"Fraxinus excelsior 'Hessei'"
"261","InlVal","Modesto, CA",24879,"FRHO",49.3,336.9,30,"Fraxinus holotricha"
"262","InlVal","Modesto, CA",25011,"PRCE",17,1.8,34,"Prunus cerasifera"
"263","InlVal","Modesto, CA",25014,"GLTR",48,313,34,"Gleditsia triacanthos"
"264","InlVal","Modesto, CA",25083,"PITH",28.7,63.5,33,"Pinus thunbergiana"
"265","InlVal","Modesto, CA",25714,"BEPE",15.7,26.2,34,"Betula pendula"
"266","InlVal","Modesto, CA",25736,"LAIN",20,52.1,32,"Lagerstroemia indica"
"267","InlVal","Modesto, CA",25830,"PITH",39,67,33,"Pinus thunbergiana"
"268","InlVal","Modesto, CA",25860,"CESI4",42.3,258.6,26,"Celtis sinensis"
"269","InlVal","Modesto, CA",25906,"ZESE",26.8,156.6,31,"Zelkova serrata"
"270","InlVal","Modesto, CA",25943,"FRHO",56.1,767.6,25,"Fraxinus holotricha"
"271","InlVal","Modesto, CA",25962,"FRHO",47.2,301.1,25,"Fraxinus holotricha"
"272","InlVal","Modesto, CA",26180,"ZESE",38.2,208.5,31,"Zelkova serrata"
"273","InlVal","Modesto, CA",26212,"FRVE_G",33.1,177.2,20,"Fraxinus velutina 'Modesto'"
"274","InlVal","Modesto, CA",26290,"ZESE",38.1,212.5,31,"Zelkova serrata"
"275","InlVal","Modesto, CA",26461,"ZESE",41.2,289.2,31,"Zelkova serrata"
"276","InlVal","Modesto, CA",26490,"ZESE",48.6,740.9,31,"Zelkova serrata"
"277","InlVal","Modesto, CA",26510,"PRCE",28.9,131,25,"Prunus cerasifera"
"278","InlVal","Modesto, CA",26568,"KOPA",3,4.8,3,"Koelreuteria paniculata"
"279","InlVal","Modesto, CA",26876,"ZESE",35.5,149.5,31,"Zelkova serrata"
"280","InlVal","Modesto, CA",26942,"ZESE",42.4,392.8,31,"Zelkova serrata"
"281","InlVal","Modesto, CA",26961,"ZESE",49.1,350.9,31,"Zelkova serrata"
"282","InlVal","Modesto, CA",27395,"PICH",19.7,87.7,14,"Pistacia chinensis"
"283","InlVal","Modesto, CA",27468,"ZESE",44.5,519.1,31,"Zelkova serrata"
"284","InlVal","Modesto, CA",27779,"ZESE",35.5,110.5,31,"Zelkova serrata"
"285","InlVal","Modesto, CA",28266,"FRVE_G",49.5,322.9,41,"Fraxinus velutina 'Modesto'"
"286","InlVal","Modesto, CA",28345,"GIBI",47.9,172.6,30,"Ginkgo biloba"
"287","InlVal","Modesto, CA",28551,"PICH",40.4,581,29,"Pistacia chinensis"
"288","InlVal","Modesto, CA",28570,"PITH",42.8,131.9,29,"Pinus thunbergiana"
"289","InlVal","Modesto, CA",28593,"FRVE_G",54.7,370.7,46,"Fraxinus velutina 'Modesto'"
